Date,ESGU,VICE,FSI,ESGD,US
2022/8/5,92.339996,26.940001,1.068964958,65.400002,-0.091449657
2022/8/8,92.269997,27.148001,1.001530843,65.620003,-0.047039421
2022/8/9,91.870003,26.879,1.042393853,65.25,-0.02906747
2022/8/10,93.879997,27.546,0.659161077,66.769997,-0.296961303
2022/8/11,93.800003,27.66,0.603485012,66.779999,-0.226786029
2022/8/12,95.459999,28.000999,0.360398547,67.199997,-0.36641583
2022/8/15,95.879997,28.097,0.525390579,66.830002,-0.289900369
2022/8/16,95.970001,28.375,0.43314308,66.75,-0.349389862
2022/8/17,95.279999,28.004,0.589427629,66.230003,-0.305817968
2022/8/18,95.529999,28.174999,0.668673399,65.970001,-0.27489039
2022/8/19,94.209999,27.726999,0.999792944,65.110001,-0.103167856
2022/8/22,92.190002,27.23,1.412250402,63.970001,0.056183194
2022/8/23,92.019997,27.295,1.509112751,64.029999,0.096508559
2022/8/24,92.330002,27.365999,1.341330285,64.089996,-0.050952101
2022/8/25,93.690002,27.624001,1.173873487,64.82,-0.084186115
2022/8/26,90.43,26.854,1.247471965,63.080002,-0.037474591
2022/8/29,89.769997,26.608,1.574165177,62.919998,0.095788722
2022/8/30,88.82,26.209999,1.461254625,62.52,-0.026853673
2022/8/31,88.199997,26.056,1.626848537,62.049999,0.155318237
2022/9/1,88.300003,25.891001,1.678463115,61.209999,0.028030294
2022/9/2,87.400002,25.709,1.57674153,60.84,0.089781311
2022/9/6,87.010002,25.823,1.800282617,60.560001,0.219973412
2022/9/7,88.629997,26.174999,1.768797103,61.119999,0.140815572
2022/9/8,89.190002,26.122,1.461523109,61.25,0.133376006
2022/9/9,90.720001,26.485001,1.154433381,62.779999,-0.090936636
2022/9/12,91.660004,26.688999,1.139720237,63.610001,-0.011322668
2022/9/13,87.589996,25.761999,1.234774525,61.389999,-0.006542609
2022/9/14,87.900002,25.813,1.323465471,61.639999,-0.060976541
2022/9/15,86.910004,25.719,1.445809895,61.060001,0.110059564
2022/9/16,86.160004,25.542999,1.72460469,60.66,0.291692823
2022/9/19,86.839996,25.674999,1.730365679,60.889999,0.313430995
2022/9/20,85.790001,25.381001,1.876192163,59.869999,0.357970982
2022/9/21,84.25,24.959999,2.006379498,59.110001,0.424716366
2022/9/22,83.470001,24.461,1.998146149,58.939999,0.451895369
2022/9/23,82.110001,23.711,2.476041654,56.959999,0.712650363
2022/9/26,80.870003,23.57,3.082155588,56.130001,0.879436612
2022/9/27,80.699997,23.615,3.114312874,55.75,0.923815129
2022/9/28,82.330002,24.1,3.387102038,57.18,0.847503589
2022/9/29,80.529999,23.712999,3.470481381,56.439999,0.922704018
2022/9/30,79.410004,23.681999,3.286035015,56.130001,0.857746757
2022/10/3,81.550003,24.040001,3.160071552,57.43,0.767742017
2022/10/4,84.050003,24.921,2.72839579,59.73,0.635423186
2022/10/5,83.870003,24.867001,2.638157851,59,0.549032139
2022/10/6,83.040001,24.66,2.74726024,58.009998,0.675493555
2022/10/7,80.639999,24.211,2.901742358,57.029999,0.735381691
2022/10/10,79.970001,23.961,3.101576395,56.700001,0.788973979
2022/10/11,79.400002,24.045,3.408458909,56.049999,0.937136554
2022/10/12,79.220001,24.127001,3.422477604,55.830002,0.889459798
2022/10/13,81.230003,24.657,3.389204222,57,0.866032208
2022/10/14,79.349998,24.166,3.123886565,56.130001,0.731262972
2022/10/17,81.379997,24.629999,3.136646112,57.549999,0.763015609
2022/10/18,82.400002,24.836,2.896193246,57.990002,0.642778746
2022/10/19,81.720001,24.511999,2.992866085,57.209999,0.768187703
2022/10/20,81.029999,24.507999,3.045855013,57.119999,0.802050371
2022/10/21,83.040001,25.059,3.195306382,58.060001,0.861458976
2022/10/24,84,25.285,3.030406678,58.110001,0.679652168
2022/10/25,85.470001,25.969999,2.860204446,59.43,0.596591351
2022/10/26,84.849998,26.15,2.652500256,59.919998,0.513659841
2022/10/27,84.43,26.073999,2.469465238,59.330002,0.428443909
2022/10/28,86.349998,26.674,2.253793918,59.98,0.239294207
2022/10/31,85.75,26.695999,2.44696795,59.400002,0.484768663
2022/11/1,85.419998,26.565001,2.307538011,59.869999,0.445739168
2022/11/2,83.18,25.844999,2.249650949,59.029999,0.42451606
2022/11/3,82.260002,25.794001,2.286848865,58.5,0.46582531
2022/11/4,83.470001,26.183001,2.047777064,60.810001,0.355206439
2022/11/7,84.190002,26.424999,1.932746655,61.07,0.380845917
2022/11/8,84.800003,26.304001,1.93482749,61.830002,0.434502029
2022/11/9,82.949997,26.004,1.846461287,60.93,0.317972495
2022/11/10,87.699997,27.066,1.590152924,64.389999,0.105531086
2022/11/11,88.650002,27.146,1.405695264,65.660004,0.065546842
2022/11/14,87.849998,27.049,1.33631517,65.010002,0.101936996
2022/11/15,88.620003,27.333,1.219063122,65.379997,0.065727618
2022/11/16,87.889999,27.385,1.306424269,65.269997,0.124569058
2022/11/17,87.57,27.385,1.3703491,65.190002,0.160558228
2022/11/18,87.910004,27.542,1.327913039,65.389999,0.204347626
2022/11/21,87.550003,27.570999,1.32200947,64.800003,0.205855605
2022/11/22,88.790001,27.745001,1.19383675,65.620003,0.130963994
2022/11/23,89.370003,27.91,1.113504909,66.480003,0.1061126
2022/11/25,89.349998,28.040001,1.055192624,66.830002,0.062008072
2022/11/28,87.879997,27.718,1.230495142,65.919998,0.128005716
2022/11/29,87.739998,27.849001,1.165896958,66.120003,0.087763825
2022/11/30,90.529999,28.408001,1.006300821,67.300003,-0.015929364
2022/12/1,90.510002,28.492001,0.879963013,67.940002,-0.077836374
2022/12/2,90.410004,28.41,0.825470611,67.860001,-0.094553331
2022/12/5,88.669998,28.025,0.703194477,67.07,-0.12073858
2022/12/6,87.349998,27.738001,1.090347311,66.660004,0.089323485
2022/12/7,87.25,27.605,1.027496438,66.669998,0.101124382
2022/12/8,87.989998,27.638,0.895925739,67.040001,0.041386255
2022/12/9,87.349998,27.615,0.871991968,67.050003,0.133895171
2022/12/12,88.589996,27.709,0.912537607,67.190002,0.121676282
2022/12/13,88.940002,28,0.547580888,67.949997,-0.066957204
2022/12/14,88.370003,27.83,0.317600406,67.959999,-0.160515185
2022/12/15,86.209999,27.459,0.498214559,66.129997,0.003378747
2022/12/16,85.07,27.214001,0.688826128,65.589996,0.044903846
2022/12/19,84.300003,26.912001,0.74350663,65.389999,0.063795057
2022/12/20,84.43,26.947001,0.895000897,65.690002,0.044082008
2022/12/21,85.720001,27.153999,0.732614258,66.32,-0.045144275
2022/12/22,84.360001,26.872,0.790329617,65.769997,0.035869846
2022/12/23,84.839996,26.853001,0.79753168,66.040001,-0.003864769
2022/12/27,84.510002,26.823,0.813794454,66.089996,0.060579984
2022/12/28,83.510002,26.297001,0.853749776,65.400002,0.065818462
2022/12/29,85.029999,26.697001,0.836875139,66.419998,0.042126457
2022/12/30,84.75,26.690001,0.908846553,65.739998,0.081779088
2023/1/3,84.440002,26.527,0.938192628,66.269997,0.113468149
2023/1/4,85.029999,26.938,0.787988881,67.209999,-0.003999061
2023/1/5,84.050003,26.603001,0.65210368,66.57,-0.089683448
2023/1/6,85.900002,27.073,0.490314247,68.279999,-0.133639322
2023/1/9,85.900002,26.961,0.435500049,68.580002,-0.124522169
2023/1/10,86.599998,27.150999,0.283731758,68.75,-0.226363151
2023/1/11,87.639999,27.441999,0.257004091,69.410004,-0.231310626
2023/1/12,88.050003,27.705999,0.231527302,70.410004,-0.265579087
2023/1/13,88.470001,27.792,0.147238423,70.75,-0.296229063
2023/1/17,88.32,27.924999,0.133762813,71,-0.294321104
2023/1/18,86.889999,27.356001,-0.07385804,70.669998,-0.361334286
2023/1/19,86.18,27.25,0.023630372,70.580002,-0.36049303
2023/1/20,87.809998,27.659,-0.003863439,71.169998,-0.330378149
2023/1/23,88.910004,27.889,-0.081867561,71.459999,-0.400328555
2023/1/24,88.760002,28.031,-0.116532291,71.449997,-0.428274672
2023/1/25,88.790001,28.158001,-0.109635726,71.889999,-0.423748141
2023/1/26,89.790001,28.065001,-0.110708987,71.959999,-0.385255501
2023/1/27,90.080002,27.92,-0.179939228,71.75,-0.421021136
2023/1/30,88.900002,27.757999,-0.035708904,71.360001,-0.333822631
2023/1/31,90.239998,28.219999,-0.087913661,71.75,-0.395367844
2023/2/1,91.209999,28.539,-0.218800241,72.389999,-0.476608533
2023/2/2,92.639999,28.492001,-0.487620893,72.300003,-0.523778942
2023/2/3,91.580002,28.77,-0.469552031,71.550003,-0.523657113
2023/2/6,90.949997,28.49,-0.269192367,70.870003,-0.416325104
2023/2/7,92.099998,28.537001,-0.315202751,71.480003,-0.478766442
2023/2/8,91.080002,28.188,-0.335333766,71.050003,-0.46391527
2023/2/9,90.209999,28.061001,-0.325336425,71.18,-0.412136109
2023/2/10,90.389999,27.975,-0.157026395,70.830002,-0.379394691
2023/2/13,91.449997,28.368,-0.15013955,71.559998,-0.380789666
2023/2/14,91.510002,28.333,-0.303318274,71.709999,-0.454322599
2023/2/15,91.889999,28.392,-0.369343911,71.470001,-0.453734704
2023/2/16,90.620003,28.311001,-0.37690515,71.080002,-0.423093578
2023/2/17,90.309998,28.405001,-0.258076333,71.269997,-0.409786951
2023/2/21,88.449997,28.125999,-0.013614515,70.440002,-0.23321173
2023/2/22,88.379997,28.190001,0.052109785,70.050003,-0.252145653
2023/2/23,88.93,28.386,-0.090751461,70.470001,-0.339862081
2023/2/24,87.879997,28.104,-0.030427761,69.290001,-0.292156374
2023/2/27,88.220001,28.177,-0.072539449,70.160004,-0.298856471
2023/2/28,87.870003,28.204,-0.089987859,69.620003,-0.313908573
2023/3/1,87.589996,28.243999,-0.050818896,70.019997,-0.314648652
2023/3/2,88.25,28.530001,-0.070120147,70.150002,-0.29309744
2023/3/3,89.669998,28.676001,-0.218351033,71.169998,-0.398307331
2023/3/6,89.620003,28.575001,-0.199511559,71.040001,-0.381160194
2023/3/7,88.25,28.33,-0.163453913,69.849998,-0.368815433
2023/3/8,88.389999,28.219999,-0.135594274,70.209999,-0.371324401
2023/3/9,86.730003,27.881001,0.081149071,69.690002,-0.181825695
2023/3/10,85.410004,27.355,0.539582824,68.940002,0.048053764
2023/3/13,85.25,26.993,1.428646389,68.449997,0.498307753
2023/3/14,86.620003,27.201,1.253404062,69.339996,0.307023992
2023/3/15,86.139999,26.841,2.425909074,67.230003,0.841033412
2023/3/16,87.57,27.188999,1.683346583,68.260002,0.404703724
2023/3/17,86.540001,26.837999,2.097701242,67.459999,0.681622796
2023/3/20,87.330002,27.195,2.189806297,68.540001,0.560387069
2023/3/21,88.580002,27.429001,1.444812871,69.519997,0.193958731
2023/3/22,87.050003,27.113001,1.248118589,69.32,0.17483337
2023/3/23,86.760002,26.936001,1.419161955,69.349998,0.409092672
2023/3/24,87.300003,27.193001,1.735262939,69.129997,0.512079276
2023/3/27,87.470001,27.375,1.408817773,69.760002,0.314756715
2023/3/28,87.290001,27.424999,1.160832114,69.849998,0.1840577
2023/3/29,88.580002,27.620001,0.894092287,70.660004,0.075889799
2023/3/30,89.089996,27.757,0.776496511,71.529999,0.064322412
2023/3/31,90.449997,28.073,0.630239208,71.839996,0.018213861
2023/4/3,90.660004,28.184999,0.497990624,72.459999,-0.048231599
2023/4/4,90.139999,27.871,0.433537626,72.470001,-0.086175798
2023/4/5,89.769997,27.802999,0.757090686,71.989998,0.063955877
2023/4/6,90.089996,27.844,0.672323044,72.269997,0.03491034
2023/4/10,90.220001,27.98,0.518555949,72.239998,-0.078394611
2023/4/11,90.260002,28.191,0.34105145,72.43,-0.160182454
2023/4/12,89.879997,28.080999,0.199980138,72.900002,-0.228808777
2023/4/13,91.040001,28.4,0.032583845,73.830002,-0.316424487
2023/4/14,90.830002,28.334,-0.141550848,73.559998,-0.419857876
2023/4/17,91.160004,28.5,-0.119918871,73.400002,-0.417189974
2023/4/18,91.239998,28.68,-0.231608562,73.760002,-0.465641159
2023/4/19,91.25,28.76,-0.209704147,73.470001,-0.456413385
2023/4/20,90.690002,28.627001,-0.095619877,73.519997,-0.370172599
2023/4/21,90.809998,28.728001,-0.129716127,73.879997,-0.380904152
2023/4/24,90.849998,28.76,-0.079134821,74.07,-0.3364073
2023/4/25,89.32,28.684999,0.224555816,73.010002,-0.169421479
2023/4/26,88.970001,28.511999,0.289523638,72.949997,-0.18884233
2023/4/27,90.779999,28.841,0.007789949,73.870003,-0.366506094
2023/4/28,91.529999,28.962999,-0.076362439,73.790001,-0.368304128
2023/5/1,91.459999,28.983999,-0.050552939,73.790001,-0.339817377
2023/5/2,90.440002,28.780001,0.258610993,73.019997,-0.190902743
2023/5/3,89.830002,28.756001,0.306824353,73.220001,-0.145370566
2023/5/4,89.150002,28.636999,0.489857793,73.120003,-0.027754571
2023/5/5,90.800003,28.905001,0.150708233,74.160004,-0.241164455
2023/5/8,90.830002,28.846001,0.152839069,74.190002,-0.224831305
2023/5/9,90.459999,28.483,0.127294041,73.889999,-0.229443269
2023/5/10,90.910004,28.415001,0.104520449,73.82,-0.246935273
2023/5/11,90.669998,28.158001,0.129102698,73.580002,-0.220105489
2023/5/12,90.559998,28.122999,-0.058113328,73.419998,-0.342177774
2023/5/15,90.910004,28.212,0.002101816,74.010002,-0.276846922
2023/5/16,90.209999,27.884001,0.000544671,73.300003,-0.254584923
2023/5/17,91.370003,27.83,-0.094176435,73.669998,-0.376158842
2023/5/18,92.25,27.950001,-0.118353326,73.550003,-0.437565448
2023/5/19,92.07,27.997999,-0.011757514,74,-0.330458019
2023/5/22,92.139999,28.086,-0.043761797,74,-0.316871737
2023/5/23,91.120003,27.778,0.085300558,72.93,-0.279647874
2023/5/24,90.440002,27.452999,0.239538818,71.910004,-0.200623013
2023/5/25,91.209999,27.155001,0.20719493,71.82,-0.204808711
2023/5/26,92.489998,27.183001,0.159555364,72.510002,-0.243878066
2023/5/30,92.440002,26.763,0.133740909,71.709999,-0.299141925
2023/5/31,91.940002,26.681999,0.203094064,70.970001,-0.320931248
2023/6/1,92.839996,26.961,-0.076537122,72.059998,-0.481557316
2023/6/2,94.239998,27.683001,-0.343038319,73.07,-0.6255794
2023/6/5,94.080002,27.4,-0.273888664,72.650002,-0.590506207
2023/6/6,94.330002,27.759001,-0.419979396,73.32,-0.659831691
2023/6/7,93.620003,28.223,-0.489099401,71.230003,-0.705567528
2023/6/8,94.209999,28.382999,-0.462623327,71.989998,-0.70290223
2023/6/9,94.290001,28.105,-0.608214196,71.949997,-0.727945478
2023/6/12,95.18,28.306,-0.589648493,72.239998,-0.667289698
2023/6/13,95.849998,28.708,-0.659124602,72.889999,-0.714454065
2023/6/14,95.940002,28.593,-0.739956727,73.190002,-0.753604841
2023/6/15,97.120003,28.674999,-0.666890739,73.93,-0.677965878
2023/6/16,96.730003,28.438,-0.899506027,73.75,-0.79980726
2023/6/20,96.25,28.41,-0.784861457,72.739998,-0.768708748
2023/6/21,95.669998,28.485001,-0.767136782,72.849998,-0.753605627
2023/6/22,95.989998,28.403999,-0.825230705,72.480003,-0.838944283
2023/6/23,95.220001,28.065001,-0.667761265,71.309998,-0.796265857
2023/6/26,94.860001,28.165001,-0.557,71.419998,-0.716
2023/6/27,95.93,28.382,-0.643,72.040001,-0.741
2023/6/28,95.970001,28.294001,-0.638,72.150002,-0.747
2023/6/29,96.330002,28.562,-0.686,72,-0.768
2023/6/30,97.459999,28.785,-0.759,72.93,-0.786
2023/7/3,97.639999,28.886999,-0.832,72.849998,-0.82
2023/7/5,97.449997,28.486,-0.862,72.040001,-0.818
2023/7/6,96.639999,28.103001,-0.588,70.790001,-0.767
2023/7/7,96.440002,28.360001,-0.582,71.349998,-0.757
2023/7/10,96.760002,28.556,-0.547,71.550003,-0.775
2023/7/11,97.43,28.827,-0.608,72.199997,-0.787
2023/7/12,98.209999,29.202999,-0.729,73.57,-0.837
2023/7/13,99.029999,29.687,-0.862,74.790001,-0.883
2023/7/14,98.889999,29.503,-0.915,74.400002,-0.9
2023/7/17,99.339996,29.474001,-0.767,74.379997,-0.809
2023/7/18,100.139999,29.58,-0.817,74.779999,-0.833
2023/7/19,100.440002,29.726,-0.741,74.769997,-0.732
2023/7/20,99.639999,29.687,-0.764,74.269997,-0.755
2023/7/21,99.739998,29.639999,-0.817,74.290001,-0.747
2023/7/24,100.139999,29.448,-0.777,74.080002,-0.749
2023/7/25,100.43,29.452999,-0.779,74.25,-0.72
2023/7/26,100.440002,29.558001,-0.802,74.480003,-0.745
2023/7/27,99.669998,29.184,-0.831,74.279999,-0.704
2023/7/28,100.669998,29.360001,-0.956,74.82,-0.783
2023/7/31,100.860001,29.327999,-0.965,74.760002,-0.804
2023/8/1,100.589996,29.135,-0.922,73.809998,-0.798
2023/8/2,99.120003,28.846001,-0.629,72.459999,-0.678
2023/8/3,98.809998,28.722,-0.513,72.220001,-0.653
2023/8/4,98.440002,28.524,-0.521,72.389999,-0.612
2023/8/7,99.25,28.657,-0.593,73.040001,-0.676
2023/8/8,98.75,28.441,-0.518,72.629997,-0.664
2023/8/9,98.089996,28.082001,-0.65,72.580002,-0.738
2023/8/10,98.169998,28.24,-0.778,72.870003,-0.756
2023/8/11,98.080002,27.966,-0.734,72.370003,-0.745
2023/8/14,98.650002,28.035999,-0.699,72.07,-0.757
2023/8/15,97.510002,27.695,-0.561,71.239998,-0.652
2023/8/16,96.730003,27.513,-0.542,70.650002,-0.667
2023/8/17,95.989998,27.267,-0.394,70.120003,-0.598
2023/8/18,96.059998,27.24,-0.386,70.099998,-0.614
2023/8/21,96.660004,27.363001,-0.406,70.349998,-0.641
2023/8/22,96.349998,27.291,-0.509,70.290001,-0.677
2023/8/23,97.470001,27.523001,-0.569,71.059998,-0.703
2023/8/24,96.099998,27.302999,-0.543,70.080002,-0.658
2023/8/25,96.800003,27.326,-0.592,70.519997,-0.732
2023/8/28,97.410004,27.509001,-0.731,71.260002,-0.813
2023/8/29,98.910004,27.790001,-0.831,72.199997,-0.844
2023/8/30,99.300003,27.844999,-0.852,72.160004,-0.821
2023/8/31,99.209999,27.662001,-0.893,71.830002,-0.815
2023/9/1,99.470001,27.618,-0.956,71.870003,-0.83
2023/9/5,99.010002,27.017,-0.887,71.209999,-0.777
2023/9/6,98.300003,26.860001,-0.87,71.120003,-0.753
2023/9/7,98,26.669001,-0.806,70.910004,-0.733
2023/9/8,98.169998,26.674,-0.893,70.849998,-0.768
2023/9/11,98.82,26.721001,-0.931,71.57,-0.777
2023/9/12,98.18,26.750999,-0.941,71.279999,-0.753
2023/9/13,98.209999,26.677999,-0.969,71.010002,-0.792
2023/9/14,99.080002,27.065001,-1.159,71.919998,-0.833
2023/9/15,97.800003,26.791,-1.095,71.800003,-0.756
2023/9/18,97.879997,26.584999,-1.047,71.480003,-0.749
2023/9/19,97.620003,26.506001,-1.066,71.519997,-0.755
2023/9/20,96.739998,26.482,-1.11,71.389999,-0.776
2023/9/21,95.080002,26,-0.851,70.230003,-0.65
2023/9/22,94.870003,26,-0.914,70.269997,-0.675
2023/9/25,95.300003,25.768,-0.831,69.93,-0.687
2023/9/26,93.480003,25.549999,-0.62,69.029999,-0.543
2023/9/27,93.559998,25.524,-0.263,68.870003,-0.526
2023/9/28,94.120003,25.73,-0.464,69.419998,-0.538
2023/9/29,93.910004,25.688999,-0.615,69.129997,-0.545
2023/10/2,93.809998,25.461,-0.49,68.120003,-0.522
2023/10/3,92.510002,24.962999,-0.244,67.25,-0.443
2023/10/4,93.199997,25.202999,-0.108,67.400002,-0.475
2023/10/5,93.040001,25.062,-0.17,68,-0.449
2023/10/6,94.260002,25.204,-0.313,68.769997,-0.517
2023/10/9,94.849998,25.332001,-0.199,68.639999,-0.515
2023/10/10,95.410004,25.628,-0.314,69.620003,-0.575
2023/10/11,95.839996,25.569,-0.426,69.940002,-0.618
2023/10/12,95.150002,24.93,-0.479,69.290001,-0.61
2023/10/13,94.669998,24.73,-0.211,68.660004,-0.481
2023/10/16,95.720001,25.09,-0.291,69.239998,-0.584
2023/10/17,95.720001,25.131001,-0.324,69.150002,-0.575
2023/10/18,94.360001,24.913,-0.166,67.93,-0.491
2023/10/19,93.449997,24.610001,0.045,67.279999,-0.376
2023/10/20,92.290001,24.42,0.199,66.720001,-0.314
2023/10/23,92.099998,24.399,0.123,66.720001,-0.372
2023/10/24,92.790001,24.771999,-0.061,67.129997,-0.453
2023/10/25,91.349998,24.139999,-0.067,66.599998,-0.39
2023/10/26,90.370003,24.028,0.099,66.129997,-0.343
2023/10/27,89.989998,23.915001,0.031,65.900002,-0.319
2023/10/30,91.059998,24.174,-0.003,66.690002,-0.391
2023/10/31,91.660004,24.120001,-0.203,66.93,-0.467
2023/11/1,92.629997,24.35,-0.341,67.610001,-0.528
2023/11/2,94.43,24.882,-0.522,68.93,-0.59
2023/11/3,95.360001,25.41,-0.649,69.650002,-0.669
2023/11/6,95.489998,25.280001,-0.502,69.349998,-0.716
2023/11/7,95.849998,25.431,-0.761,68.93,-0.75
2023/11/8,95.919998,25.549999,-0.789,68.839996,-0.761
2023/11/9,95.18,25.406,-0.832,68.889999,-0.736
2023/11/10,96.68,25.761,-0.839,69.230003,-0.774
2023/11/13,96.529999,25.750999,-0.789,69.370003,-0.724
2023/11/14,98.559998,26.461,-0.96,71.150002,-0.789
2023/11/15,98.690002,26.450001,-1.104,71.099998,-0.868
2023/11/16,98.910004,26.198999,-1.116,70.980003,-0.893
2023/11/17,99.050003,26.378,-1.228,71.93,-0.937
2023/11/20,99.800003,26.465,-1.158,72.190002,-0.886
2023/11/21,99.620003,26.391001,-1.178,71.900002,-0.867
2023/11/22,100.040001,26.525,-1.271,72.059998,-0.901
2023/11/24,100.110001,26.586,-1.385,72.68,-0.937
2023/11/27,99.940002,26.532,-1.306,72.440002,-0.918
2023/11/28,100.059998,26.443001,-1.321,72.5,-0.937
2023/11/29,100.089996,26.438999,-1.313,72.669998,-0.968
2023/11/30,100.489998,26.462,-1.306,72.669998,-0.934
2023/12/1,101.190002,26.844,-1.289,73.419998,-0.945
2023/12/4,100.629997,26.851999,-1.28,72.769997,-0.973
2023/12/5,100.599998,26.514999,-1.23,72.550003,-0.984
2023/12/6,100.230003,26.198999,-1.253,72.75,-0.987
2023/12/7,101,26.414,-1.16,73.07,-0.957
2023/12/8,101.43,26.681999,-1.234,73.25,-0.997
2023/12/11,101.870003,26.823999,-1.225,73.370003,-0.946
2023/12/12,102.279999,26.775,-1.268,73.550003,-0.973
2023/12/13,103.730003,27.486,-1.281,74.639999,-1.011
2023/12/14,104.110001,27.469,-1.382,75.18,-1.035
2023/12/15,103.93,27.023001,-1.432,74.459999,-1.043
2023/12/18,104.5,27.141001,-1.386,74.620003,-1.04
2023/12/19,105.110001,27.57,-1.513,75.32,-1.064
2023/12/20,103.25,27.031,-1.488,73.620003,-1.021
2023/12/21,104.290001,27.347,-1.404,74.769997,-1.004
2023/12/22,104.519997,27.194,-1.436,74.940002,-1.029
2023/12/26,105.010002,27.111,-1.445,75.300003,-1.033
2023/12/27,105.190002,27.09,-1.444,75.699997,-1.072
2023/12/28,105.25,27.191,-1.433,75.510002,-1.061
2023/12/29,104.919998,27.030001,-1.421,75.540001,-1.049
2024/1/2,104.199997,27.032,-1.287,74.610001,-0.967
2024/1/3,103.230003,26.475,-1.238,74.110001,-0.973
2024/1/4,102.910004,26.563,-1.231,74.290001,-0.961
2024/1/5,103.040001,26.5,-1.327,74.360001,-1.023
2024/1/8,104.589996,26.782,-1.326,75.07,-1.011
2024/1/9,104.379997,26.587,-1.291,74.5,-0.963
2024/1/10,104.970001,26.739,-1.38,74.970001,-1.01
2024/1/11,104.949997,26.681,-1.368,74.959999,-1.025
2024/1/12,105.040001,26.545,-1.311,75.309998,-1.012
2024/1/16,104.68,26.768,-1.354,74.029999,-1.002
2024/1/17,104.120003,26.629999,-1.272,73.389999,-0.954
2024/1/18,105,26.746,-1.381,74.019997,-1.019
2024/1/19,106.300003,26.792999,-1.441,74.230003,-1.06
2024/1/22,106.57,26.955999,-1.443,74.43,-1.079
2024/1/23,106.830002,27.174999,-1.499,74.260002,-1.101
2024/1/24,106.870003,27.086,-1.586,74.82,-1.089
2024/1/25,107.470001,27.379999,-1.59,75,-1.08
2024/1/26,107.330002,27.334999,-1.287,75.410004,-1.08
