Date,Open,High,Low,Close,Adj Close,Volume
2017-02-03,50.139999,50.139999,50.139999,50.139999,44.964928,0
2017-02-06,50.139999,50.139999,50.139999,50.139999,44.964928,0
2017-02-07,50.259998,50.259998,50.250000,50.250000,45.063557,1700
2017-02-08,50.250000,50.250000,50.250000,50.250000,45.063557,0
2017-02-09,50.250000,50.250000,50.250000,50.250000,45.063557,0
2017-02-10,50.889999,50.889999,50.500000,50.500000,45.287762,2000
2017-02-13,50.500000,50.500000,50.500000,50.500000,45.287762,0
2017-02-14,50.500000,50.500000,50.500000,50.500000,45.287762,0
2017-02-15,50.500000,50.500000,50.500000,50.500000,45.287762,0
2017-02-16,50.500000,50.500000,50.500000,50.500000,45.287762,0
2017-02-17,50.500000,50.500000,50.500000,50.500000,45.287762,0
2017-02-21,50.500000,50.500000,50.500000,50.500000,45.287762,0
2017-02-22,50.500000,50.500000,50.500000,50.500000,45.287762,0
2017-02-23,50.500000,50.500000,50.500000,50.500000,45.287762,0
2017-02-24,50.500000,50.500000,50.500000,50.500000,45.287762,0
2017-02-27,51.509998,51.779999,51.509998,51.779999,46.435650,900
2017-02-28,51.779999,51.779999,51.779999,51.779999,46.435650,0
2017-03-01,51.779999,51.779999,51.779999,51.779999,46.435650,0
2017-03-02,51.779999,51.779999,51.779999,51.779999,46.435650,7500
2017-03-03,51.779999,51.779999,51.779999,51.779999,46.435650,0
2017-03-06,51.779999,51.779999,51.779999,51.779999,46.435650,0
2017-03-07,51.779999,51.779999,51.779999,51.779999,46.435650,0
2017-03-08,51.900002,51.900002,51.900002,51.900002,46.543259,200
2017-03-09,51.849998,51.849998,51.849998,51.849998,46.498421,400
2017-03-10,51.849998,51.849998,51.849998,51.849998,46.498421,0
2017-03-13,51.849998,51.849998,51.849998,51.849998,46.498421,0
2017-03-14,51.869999,51.869999,51.869999,51.869999,46.516354,300
2017-03-15,51.869999,51.869999,51.869999,51.869999,46.516354,0
2017-03-16,51.869999,51.869999,51.869999,51.869999,46.516354,0
2017-03-17,51.869999,51.869999,51.869999,51.869999,46.516354,0
2017-03-20,51.869999,51.869999,51.869999,51.869999,46.516354,5000
2017-03-21,51.599998,51.639999,51.570000,51.570000,46.247311,2300
2017-03-22,51.570000,51.570000,51.570000,51.570000,46.247311,0
2017-03-23,51.790001,51.790001,51.790001,51.790001,46.444607,300
2017-03-24,51.790001,51.790001,51.790001,51.790001,46.734261,0
2017-03-27,51.790001,51.790001,51.790001,51.790001,46.734261,0
2017-03-28,51.790001,51.790001,51.790001,51.790001,46.734261,0
2017-03-29,51.790001,51.790001,51.790001,51.790001,46.734261,0
2017-03-30,51.709999,51.709999,51.709999,51.709999,46.662094,200
2017-03-31,51.709999,51.709999,51.709999,51.709999,46.662094,0
2017-04-03,51.570000,51.570000,51.570000,51.570000,46.535751,100
2017-04-04,51.570000,51.570000,51.570000,51.570000,46.535751,0
2017-04-05,51.570000,51.570000,51.570000,51.570000,46.535751,0
2017-04-06,51.619999,51.619999,51.598000,51.598000,46.561028,500
2017-04-07,51.598000,51.598000,51.598000,51.598000,46.561028,0
2017-04-10,51.598000,51.598000,51.598000,51.598000,46.561028,0
2017-04-11,51.598000,51.598000,51.598000,51.598000,46.561028,0
2017-04-12,51.598000,51.598000,51.598000,51.598000,46.561028,0
2017-04-13,51.299999,51.299999,51.299999,51.299999,46.292107,200
2017-04-17,51.299999,51.299999,51.299999,51.299999,46.292107,0
2017-04-18,51.299999,51.299999,51.299999,51.299999,46.292107,0
2017-04-19,51.299999,51.299999,51.299999,51.299999,46.292107,0
2017-04-20,51.299999,51.299999,51.299999,51.299999,46.292107,0
2017-04-21,51.299999,51.299999,51.299999,51.299999,46.292107,0
2017-04-24,51.299999,51.299999,51.299999,51.299999,46.292107,0
2017-04-25,52.234001,52.234001,52.234001,52.234001,47.134933,200
2017-04-26,52.234001,52.234001,52.234001,52.234001,47.134933,0
2017-04-27,52.234001,52.234001,52.234001,52.234001,47.134933,0
2017-04-28,52.234001,52.234001,52.234001,52.234001,47.134933,0
2017-05-01,52.234001,52.234001,52.234001,52.234001,47.134933,0
2017-05-02,52.320000,52.320000,52.320000,52.320000,47.212540,300
2017-05-03,52.320000,52.320000,52.320000,52.320000,47.212540,0
2017-05-04,52.320000,52.320000,52.320000,52.320000,47.212540,0
2017-05-05,52.320000,52.320000,52.320000,52.320000,47.212540,0
2017-05-08,52.540001,52.540001,52.540001,52.540001,47.411057,1000
2017-05-09,52.540001,52.540001,52.540001,52.540001,47.411057,0
2017-05-10,52.540001,52.540001,52.540001,52.540001,47.411057,0
2017-05-11,52.310001,52.430000,52.310001,52.430000,47.311794,300
2017-05-12,52.430000,52.430000,52.430000,52.430000,47.311794,0
2017-05-15,52.605999,52.605999,52.605999,52.605999,47.470615,1000
2017-05-16,52.605999,52.605999,52.605999,52.605999,47.470615,0
2017-05-17,52.250000,52.250000,52.240002,52.240002,47.140358,4400
2017-05-18,52.240002,52.240002,52.240002,52.240002,47.140358,0
2017-05-19,52.240002,52.240002,52.240002,52.240002,47.140358,0
2017-05-22,52.340000,52.419998,52.340000,52.419998,47.302769,400
2017-05-23,52.419998,52.419998,52.419998,52.419998,47.302769,10100
2017-05-24,52.577000,52.680000,52.577000,52.680000,47.537403,2100
2017-05-25,52.680000,52.680000,52.680000,52.680000,47.537403,0
2017-05-26,52.990002,52.990002,52.962002,52.980000,47.808113,1600
2017-05-30,52.980000,52.980000,52.980000,52.980000,47.808113,0
2017-05-31,52.980000,52.980000,52.980000,52.980000,47.808113,0
2017-06-01,52.980000,52.980000,52.980000,52.980000,47.808113,0
2017-06-02,53.500000,53.500000,53.500000,53.500000,48.277344,200
2017-06-05,53.529999,53.529999,53.465000,53.509998,48.286366,600
2017-06-06,53.509998,53.509998,53.509998,53.509998,48.286366,0
2017-06-07,53.509998,53.509998,53.509998,53.509998,48.286366,0
2017-06-08,53.347000,53.347000,53.347000,53.347000,48.139278,400
2017-06-09,53.347000,53.347000,53.347000,53.347000,48.139278,0
2017-06-12,53.347000,53.347000,53.347000,53.347000,48.139278,0
2017-06-13,53.560001,53.560001,53.526001,53.535000,48.308929,1000
2017-06-14,53.535000,53.535000,53.535000,53.535000,48.308929,0
2017-06-15,53.290001,53.303001,53.290001,53.303001,48.099567,200
2017-06-16,53.380001,53.400002,53.248001,53.369999,48.160038,17700
2017-06-19,53.369999,53.369999,53.369999,53.369999,48.160038,17300
2017-06-20,53.689999,53.689999,53.689999,53.689999,48.448799,300
2017-06-21,53.689999,53.689999,53.689999,53.689999,48.448799,0
2017-06-22,53.689999,53.689999,53.689999,53.689999,48.448799,0
2017-06-23,53.466999,53.590000,53.466999,53.590000,48.358559,400
2017-06-26,53.590000,53.590000,53.590000,53.590000,48.358559,0
2017-06-27,53.349998,53.349998,53.025002,53.025002,48.068470,600
2017-06-28,53.025002,53.025002,53.025002,53.025002,48.068470,0
2017-06-29,53.025002,53.025002,53.025002,53.025002,48.068470,0
2017-06-30,53.060001,53.169998,53.060001,53.169998,48.199902,600
2017-07-03,53.169998,53.169998,53.169998,53.169998,48.199902,0
2017-07-05,53.169998,53.169998,53.169998,53.169998,48.199902,0
2017-07-06,52.874001,52.900002,52.860001,52.900002,47.955166,800
2017-07-07,52.900002,52.900002,52.900002,52.900002,47.955166,0
2017-07-10,52.900002,52.900002,52.900002,52.900002,47.955166,0
2017-07-11,53.099998,53.099998,53.099998,53.099998,48.136448,400
2017-07-12,53.099998,53.099998,53.099998,53.099998,48.136448,0
2017-07-13,53.099998,53.099998,53.099998,53.099998,48.136448,0
2017-07-14,53.099998,53.099998,53.099998,53.099998,48.136448,0
2017-07-17,53.099998,53.099998,53.099998,53.099998,48.136448,0
2017-07-18,53.779999,53.814999,53.709999,53.814999,48.784618,1200
2017-07-19,53.814999,53.814999,53.814999,53.814999,48.784618,0
2017-07-20,53.814999,53.814999,53.814999,53.814999,48.784618,0
2017-07-21,53.814999,53.814999,53.814999,53.814999,48.784618,0
2017-07-24,53.814999,53.814999,53.814999,53.814999,48.784618,0
2017-07-25,53.814999,53.814999,53.814999,53.814999,48.784618,0
2017-07-26,54.205002,54.219002,54.205002,54.219002,49.150867,600
2017-07-27,54.241001,54.241001,54.241001,54.241001,49.170807,100
2017-07-28,54.241001,54.241001,54.241001,54.241001,49.170807,0
2017-07-31,54.111000,54.111000,54.111000,54.111000,49.052963,500
2017-08-01,54.111000,54.111000,54.111000,54.111000,49.052963,100
2017-08-02,53.980000,53.980000,53.980000,53.980000,48.934200,3000
2017-08-03,53.959999,54.040001,53.959999,54.009998,48.961403,17700
2017-08-04,54.009998,54.009998,54.009998,54.009998,48.961403,0
2017-08-07,54.009998,54.009998,54.009998,54.009998,48.961403,0
2017-08-08,54.310001,54.310001,54.310001,54.310001,49.233364,1200
2017-08-09,54.310001,54.310001,54.310001,54.310001,49.233364,0
2017-08-10,54.310001,54.310001,54.310001,54.310001,49.233364,0
2017-08-11,53.410000,53.410000,53.410000,53.410000,48.417488,100
2017-08-14,53.980000,54.020000,53.709999,53.990002,48.943268,1600
2017-08-15,53.990002,53.990002,53.990002,53.990002,48.943268,0
2017-08-16,54.000000,54.000000,54.000000,54.000000,48.952332,300
2017-08-17,54.000000,54.000000,54.000000,54.000000,48.952332,0
2017-08-18,54.000000,54.000000,54.000000,54.000000,48.952332,0
2017-08-21,54.000000,54.000000,54.000000,54.000000,48.952332,5100
2017-08-22,54.000000,54.000000,54.000000,54.000000,48.952332,0
2017-08-23,53.540001,53.570000,53.540001,53.570000,48.562523,300
2017-08-24,53.523998,53.599998,53.523998,53.599998,48.589722,179700
2017-08-25,53.700001,53.700001,53.580002,53.619999,48.607849,4200
2017-08-28,53.500000,53.500000,53.500000,53.500000,48.499065,200
2017-08-29,53.500000,53.500000,53.500000,53.500000,48.499065,0
2017-08-30,53.869999,53.910000,53.869999,53.910000,48.870743,1400
2017-08-31,54.049999,54.180000,54.049999,54.180000,49.115505,1000
2017-09-01,54.339001,54.340000,54.299000,54.299000,49.223385,700
2017-09-05,54.299000,54.299000,54.299000,54.299000,49.223385,0
2017-09-06,54.299000,54.299000,54.299000,54.299000,49.223385,0
2017-09-07,54.022999,54.022999,54.022999,54.022999,48.973186,100
2017-09-08,54.020000,54.020000,54.020000,54.020000,48.970467,200
2017-09-11,54.410000,54.560001,54.410000,54.540001,49.441856,2200
2017-09-12,54.740002,54.740002,54.740002,54.740002,49.623150,200
2017-09-13,54.759998,54.759998,54.759998,54.759998,49.641289,100
2017-09-14,54.669998,54.669998,54.619999,54.630001,49.523453,9200
2017-09-15,54.775002,54.775002,54.775002,54.775002,49.654892,100
2017-09-18,54.775002,54.775002,54.775002,54.775002,49.654892,0
2017-09-19,54.775002,54.775002,54.775002,54.775002,49.654892,0
2017-09-20,54.935001,54.935001,54.840000,54.840000,49.713821,1700
2017-09-21,54.840000,54.840000,54.840000,54.840000,49.713821,0
2017-09-22,54.840000,54.840000,54.840000,54.840000,49.713821,0
2017-09-25,54.830002,54.830002,54.830002,54.830002,49.704750,200
2017-09-26,54.580002,54.583000,54.570000,54.583000,49.648354,600
2017-09-27,54.519001,54.740002,54.500000,54.730000,49.782051,1000
2017-09-28,54.695000,54.779999,54.695000,54.779999,49.827541,600
2017-09-29,54.779999,54.779999,54.779999,54.779999,49.827541,0
2017-10-02,54.779999,54.779999,54.779999,54.779999,49.827541,0
2017-10-03,55.270000,55.270000,55.270000,55.270000,50.273247,100
2017-10-04,55.320000,55.410000,55.285999,55.285999,50.287804,1900
2017-10-05,55.465000,55.669998,55.465000,55.669998,50.637070,7200
2017-10-06,55.610001,55.648998,55.610001,55.619999,50.591595,600
2017-10-09,55.720001,55.720001,55.509998,55.509998,50.491539,1100
2017-10-10,55.509998,55.509998,55.509998,55.509998,50.491539,0
2017-10-11,55.709999,55.709999,55.709999,55.709999,50.673462,200
2017-10-12,55.770000,55.799999,55.720001,55.720001,50.682564,1400
2017-10-13,55.900002,55.900002,55.860001,55.869999,50.818985,1000
2017-10-16,55.890999,55.890999,55.860001,55.860001,50.809895,1600
2017-10-17,56.020000,56.020000,55.880001,55.901001,50.847198,1000
2017-10-18,56.030998,56.067001,56.029999,56.067001,50.998192,400
2017-10-19,55.980000,56.080002,55.944000,56.070999,51.001831,800
2017-10-20,56.070999,56.070999,56.070999,56.070999,51.001831,0
2017-10-23,56.439999,56.439999,56.123001,56.123001,51.049129,800
2017-10-24,56.380001,56.380001,56.258999,56.258999,51.172832,1300
2017-10-25,56.094002,56.094002,55.860001,55.860001,50.809895,3600
2017-10-26,56.119999,56.169998,56.119999,56.169998,51.091866,31100
2017-10-27,56.539001,56.619999,56.529999,56.570000,51.455719,23600
2017-10-30,56.560001,56.560001,56.325001,56.330002,51.237408,6000
2017-10-31,56.330002,56.330002,56.330002,56.330002,51.237408,0
2017-11-01,56.560001,56.560001,56.540001,56.540001,51.428421,800
2017-11-02,56.349998,56.590000,56.349998,56.590000,51.473900,24500
2017-11-03,56.700001,56.740002,56.529999,56.740002,51.610348,4500
2017-11-06,56.740002,56.820000,56.740002,56.778999,51.645821,3200
2017-11-07,56.801998,56.801998,56.632999,56.720001,51.592159,9900
2017-11-08,56.790001,56.869999,56.761002,56.869999,51.728592,13900
2017-11-09,56.400002,56.599998,56.400002,56.599998,51.483009,4100
2017-11-10,56.459999,56.590000,56.459999,56.590000,51.473900,2900
2017-11-13,56.560001,56.610001,56.514000,56.540001,51.428421,5300
2017-11-14,56.319000,56.499001,56.319000,56.459000,51.354755,2900
2017-11-15,56.254002,56.339001,56.254002,56.258999,51.172832,1000
2017-11-16,56.700001,56.709000,56.625000,56.669998,51.546665,1900
2017-11-17,56.549999,56.584999,56.442001,56.509998,51.401134,3100
2017-11-20,56.660000,56.660000,56.509998,56.549999,51.437519,8600
2017-11-21,56.790001,56.910000,56.750000,56.900002,51.755882,5400
2017-11-22,56.900002,56.900002,56.834999,56.898998,51.754982,1900
2017-11-24,56.895000,57.000000,56.881001,57.000000,51.846836,3400
2017-11-27,57.019001,57.019001,57.015999,57.015999,51.861393,700
2017-11-28,57.480000,57.480000,57.480000,57.480000,52.283443,400
2017-11-29,57.639999,57.639999,57.450001,57.509998,52.310730,5700
2017-11-30,57.855000,58.139999,57.855000,58.008999,52.764618,700
2017-12-01,58.000000,58.000000,57.480000,57.779999,52.556320,1800
2017-12-04,58.259998,58.259998,57.910000,57.939999,52.701870,1300
2017-12-05,57.950001,57.950001,57.694000,57.694000,52.478100,4300
2017-12-06,57.694000,57.694000,57.694000,57.694000,52.478100,0
2017-12-07,57.480000,57.730000,57.400002,57.639999,52.428974,3400
2017-12-08,57.889999,57.889999,57.889999,57.889999,52.656372,600
2017-12-11,57.946999,58.110001,57.946999,58.099998,52.847382,9000
2017-12-12,58.189999,58.200001,58.171001,58.200001,52.938358,2900
2017-12-13,58.340000,58.360001,58.290001,58.340000,53.065708,2000
2017-12-14,58.230000,58.230000,58.040001,58.040001,52.792816,1200
2017-12-15,58.560001,58.560001,58.549999,58.549999,53.256718,4600
2017-12-18,58.869999,58.869999,58.764999,58.764999,53.452282,2000
2017-12-19,58.380001,58.380001,58.270000,58.279999,53.292252,1600
2017-12-20,58.599998,58.599998,58.220001,58.299000,53.309628,1900
2017-12-21,58.389999,58.485001,58.389999,58.459999,53.456841,1600
2017-12-22,58.490002,58.490002,58.330002,58.330002,53.337959,500
2017-12-26,58.259998,58.278999,58.250000,58.278999,53.291340,4600
2017-12-27,58.279999,58.279999,58.279999,58.279999,53.292252,400
2017-12-28,58.360001,58.360001,58.360001,58.360001,53.365406,800
2017-12-29,58.369999,58.369999,58.328999,58.330002,53.337959,4100
2018-01-02,58.340000,58.480000,58.340000,58.459999,53.456841,1100
2018-01-03,58.794998,58.959999,58.794998,58.959999,53.914051,1800
2018-01-04,59.244999,59.270000,59.215000,59.270000,54.197533,1000
2018-01-05,59.529999,59.540001,59.376999,59.540001,54.444420,7300
2018-01-08,59.700001,59.759998,59.585999,59.723000,54.611748,9000
2018-01-09,59.669998,60.009998,59.669998,60.009998,54.874191,1500
2018-01-10,59.599998,59.599998,59.560001,59.560001,54.462700,600
2018-01-11,59.902000,59.902000,59.902000,59.902000,54.775425,400
2018-01-12,60.389999,60.540001,60.389999,60.540001,55.358837,600
2018-01-16,60.650002,60.650002,60.476002,60.476002,55.300308,500
2018-01-17,60.908001,61.035000,60.908001,61.035000,55.811466,10400
2018-01-18,60.790001,61.009998,60.790001,61.009998,55.788605,1500
2018-01-19,61.020000,61.029999,61.012001,61.012001,55.790436,900
2018-01-22,61.369999,61.540001,61.330002,61.540001,56.273258,2300
2018-01-23,61.869999,61.880001,61.748001,61.770000,56.483559,7400
2018-01-24,61.750999,61.860001,61.660000,61.799999,56.510994,1400
2018-01-25,62.139999,62.139999,61.799999,61.799999,56.510994,700
2018-01-26,62.290001,62.570000,62.290001,62.540001,57.187672,3100
2018-01-29,62.369999,62.410000,62.352001,62.410000,57.068802,1300
2018-01-30,61.900002,61.900002,61.570000,61.570000,56.300694,8600
2018-01-31,61.650002,61.650002,61.618999,61.650002,56.373829,1500
2018-02-01,61.424999,61.715000,61.424999,61.560001,56.291538,1800
2018-02-02,60.959999,60.959999,60.224998,60.224998,55.070782,600
2018-02-05,59.900002,60.139999,58.000000,58.000000,53.036217,1700
2018-02-06,58.259998,58.259998,57.747002,57.747002,52.804867,489500
2018-02-07,58.730000,59.069000,58.730000,59.069000,54.013737,400
2018-02-08,58.669998,58.669998,57.439999,57.439999,52.524128,1500
2018-02-09,57.035000,57.035000,55.549999,56.669998,51.820042,3400
2018-02-12,57.689999,58.250000,57.500000,58.250000,53.264816,4700
2018-02-13,57.570000,58.119999,57.570000,58.095001,53.123085,1400
2018-02-14,57.779999,58.939999,57.779999,58.939999,53.895760,24500
2018-02-15,59.237999,59.429001,59.237999,59.429001,54.342918,600
2018-02-16,59.299999,60.000000,59.299999,59.645000,54.540424,2000
2018-02-20,59.479000,59.910000,59.445000,59.599998,54.499287,6200
2018-02-21,59.630001,59.980000,59.630001,59.980000,54.846760,2900
2018-02-22,61.009998,61.009998,59.209999,59.209999,54.142662,4700
2018-02-23,59.509998,59.540001,59.509998,59.522999,54.428864,1400
2018-02-26,60.130001,60.430000,60.130001,60.419998,55.249107,7900
2018-02-27,60.741001,60.860001,60.090000,60.090000,54.947350,2100
2018-02-28,60.299999,60.299999,59.470001,59.470001,54.380405,5400
2018-03-01,59.480000,59.480000,58.248001,58.570000,53.557423,5500
2018-03-02,58.049999,58.619999,58.049999,58.619999,53.603157,19400
2018-03-05,58.799999,59.570000,58.799999,59.570000,54.471851,1000
2018-03-06,59.575001,59.740002,59.384998,59.650002,54.545010,2600
2018-03-07,59.470001,59.709999,59.145000,59.709999,54.599865,8700
2018-03-08,60.029999,60.029999,59.770000,59.900002,54.773602,3200
2018-03-09,60.334999,60.965000,60.290001,60.965000,55.747463,8200
2018-03-12,60.985001,61.029999,60.965000,61.029999,55.806900,9400
2018-03-13,61.200001,61.200001,60.557999,60.557999,55.375294,7800
2018-03-14,60.759998,60.759998,60.189999,60.250000,55.093647,22400
2018-03-15,60.279999,60.450001,60.126999,60.270000,55.111938,3900
2018-03-16,60.368999,60.470001,60.328999,60.470001,55.294823,3600
2018-03-19,60.209999,60.209999,59.369999,59.439999,54.352966,11900
2018-03-20,59.558998,59.630001,59.528999,59.599998,54.499287,2600
2018-03-21,59.830002,59.830002,59.709999,59.709999,54.599865,5400
2018-03-22,58.820000,58.820000,58.770000,58.770000,53.903709,4100
2018-03-23,58.160000,58.160000,56.631001,56.682999,51.989525,27200
2018-03-26,57.349998,58.139999,57.299999,58.080002,53.270855,3100
2018-03-27,58.419998,58.419998,57.119999,57.119999,52.390343,6700
2018-03-28,56.738998,57.250000,56.722000,57.040001,52.316967,2600
2018-03-29,57.299999,57.880001,57.070000,57.791000,53.005779,7900
2018-04-02,56.500000,56.560001,56.029999,56.410000,51.739124,5700
2018-04-03,56.639999,57.004002,56.360001,57.004002,52.283947,3200
2018-04-04,56.758999,57.830002,56.758999,57.830002,53.041557,1300
2018-04-05,58.082001,58.082001,58.082001,58.082001,53.272682,200
2018-04-06,58.060001,58.060001,56.669998,56.700001,52.005119,8500
2018-04-09,57.299999,57.900002,57.060001,57.060001,52.335297,5100
2018-04-10,57.880001,58.209999,57.740002,58.110001,53.298363,3700
2018-04-11,57.759998,58.070000,57.759998,57.840000,53.050713,10700
2018-04-12,58.279999,58.450001,58.279999,58.410000,53.573532,2800
2018-04-13,58.750000,58.750000,58.080002,58.290001,53.463448,3100
2018-04-16,58.720001,58.828999,58.610001,58.669998,53.812000,3200
2018-04-17,59.132999,59.299999,59.132999,59.299999,54.389828,14300
2018-04-18,59.480000,59.480000,59.450001,59.450001,54.527412,600
2018-04-19,59.200001,59.200001,58.840000,58.950001,54.068806,2300
2018-04-20,58.990002,58.990002,58.424999,58.425999,53.588200,2600
2018-04-23,58.660000,58.660000,58.459999,58.459999,53.619389,3500
2018-04-24,58.939999,58.939999,57.509998,57.529999,52.766388,18500
2018-04-25,57.529999,57.787998,57.529999,57.787998,53.003029,500
2018-04-26,58.189999,58.610001,58.189999,58.570000,53.720261,20700
2018-04-27,58.700001,58.700001,58.403999,58.403999,53.568027,2000
2018-04-30,58.403999,58.403999,58.403999,58.403999,53.568027,0
2018-05-01,58.403999,58.403999,58.403999,58.403999,53.568027,0
2018-05-02,58.090000,58.090000,58.037998,58.060001,53.252502,3900
2018-05-03,57.549999,57.740002,56.951000,57.570000,52.803078,42000
2018-05-04,58.049999,58.400002,58.040001,58.400002,53.564354,3000
2018-05-07,58.589001,58.689999,58.528999,58.667000,53.809238,17400
2018-05-08,58.469002,58.490002,58.290001,58.470001,53.628559,32500
2018-05-09,58.810001,59.130001,58.625000,59.029999,54.142185,80200
2018-05-10,59.360001,59.700001,59.360001,59.629002,54.691589,4900
2018-05-11,59.759998,59.830002,59.625000,59.709999,54.765881,14400
2018-05-14,60.005001,60.005001,59.709000,59.709000,54.764961,4200
2018-05-15,59.330002,59.389999,59.243999,59.257999,54.351299,13500
2018-05-16,59.400002,59.630001,59.400002,59.509998,54.582436,3500
2018-05-17,59.500000,59.709999,59.369999,59.369999,54.454021,1100
2018-05-18,59.540001,59.540001,59.304001,59.410000,54.490723,6800
2018-05-21,59.820000,59.889999,59.715000,59.742001,54.795242,1800
2018-05-22,59.970001,59.970001,59.840000,59.919998,54.958492,1600
2018-05-23,59.380001,59.810001,59.348999,59.810001,54.857601,1200
2018-05-24,59.484001,59.750000,59.484001,59.750000,54.802559,2000
2018-05-25,59.660000,59.669998,59.509998,59.590000,54.655819,2500
2018-05-29,59.279999,59.279999,58.667000,58.820000,53.949581,4100
2018-05-30,59.349998,59.799999,59.298000,59.700001,54.756710,17200
2018-05-31,59.509998,59.509998,59.320000,59.330002,54.417339,900
2018-06-01,59.779999,59.970001,59.779999,59.900002,54.940144,1800
2018-06-04,59.970001,60.230000,59.970001,60.230000,55.242817,2700
2018-06-05,60.195000,60.259998,60.195000,60.250000,55.261166,6900
2018-06-06,60.389999,60.689999,60.285000,60.689999,55.664726,103600
2018-06-07,60.619999,60.722000,60.544998,60.720001,55.692245,16000
2018-06-08,60.610001,60.910000,60.610001,60.910000,55.866524,7500
2018-06-11,60.810001,61.150002,60.810001,61.110001,56.049950,9800
2018-06-12,61.080002,61.119999,60.970001,61.040001,55.985752,1200
2018-06-13,61.020000,61.180000,60.974998,61.040001,55.985752,2300
2018-06-14,61.068001,61.068001,61.020000,61.060001,56.004101,800
2018-06-15,60.654999,60.980000,60.639999,60.980000,55.930717,4200
2018-06-18,60.740002,60.950001,60.570000,60.950001,55.903198,6100
2018-06-19,60.490002,60.650002,60.479000,60.615002,55.595951,5700
2018-06-20,60.860001,60.930000,60.810001,60.828999,55.792229,9100
2018-06-21,60.740002,60.740002,60.439999,60.459999,55.453781,3200
2018-06-22,60.518002,60.594002,60.487999,60.594002,55.576679,2700
2018-06-25,60.330002,60.330002,59.410000,59.410000,54.490723,2900
2018-06-26,59.629002,59.770000,59.629002,59.770000,55.038624,1300
2018-06-27,59.830002,60.008999,59.490002,59.490002,54.780781,3100
2018-06-28,59.049999,59.445000,59.040001,59.445000,54.739342,15600
2018-06-29,59.830002,60.000000,59.790001,59.889999,55.149124,7400
2018-07-02,59.360001,59.424000,59.180000,59.424000,54.720020,9100
2018-07-03,59.880001,59.900002,59.562000,59.570000,54.854454,1900
2018-07-05,59.630001,59.980000,59.619999,59.980000,55.231995,24800
2018-07-06,60.110001,60.549999,59.939999,60.540001,55.747669,11400
2018-07-09,60.919998,60.919998,60.877998,60.900002,56.079178,5800
2018-07-10,61.119999,61.220001,61.060001,61.209999,56.364628,2600
2018-07-11,60.910000,60.919998,60.810001,60.810001,55.996292,6000
2018-07-12,61.299999,61.380001,61.250000,61.320000,56.465927,12800
2018-07-13,61.380001,61.430000,61.380001,61.430000,56.567215,1100
2018-07-16,61.560001,61.560001,61.279999,61.334999,56.479733,6500
